"PARKER 1 O CACADOR","Edição Português | por Richard Stark, Darwyn Cooke, e outros. | 9 ago 2015",4,5/5,None,40.3,0
"Psicologia Fashion: Consultoria de estilo, imagem e marca p","por Lara Almeida | 12 nov 2020",4,8/5,5,40.0,3.71
"Echo B1.1 - Cahier personnel d´exercices: Cahier personnel d'apprentissage + CD-audio + livre-we","Edição Francês | por Jacques Pecheur | 12 dez 2013",4,5/5,12,40.0,13.34
"Aqui Quem Fala é Albert Einstein","Edição Português | por R.J. Gadney e Vera Ribeiro | 21 abr 2021",4,5/5,None,39.92,0
"Pequena coreografia do adeus","Edição Português | por Aline Bei e Julia Masagão | 30 abr 2021",4,9/5,70,39.9,0
"A CiÊncia e o Campo Akashico: Uma Teoria Integral de Tudo","Edição Português | por Ervin Laszlo | 19 ago 2008",4,7/5,None,39.9,3.69
"Trocando Os Pes Pelas Maos","Edição Português | por Saul Bellow | 1 jan 1997",5,0/5,None,35.91,0
"O que os olhos não veem, mas o coração sente: 21 dias para se conectar com você mesmo","por Fred Elboni | 8 dez 2020",4,8/5,60,39.88,3.6
"Jogador Número Dois: Série Jogador Número Um – Vol. 2","por Ernest Cline, Flora Pinheiro, e outros. | 1 mai 2021",4,5/5,None,51.9,0
"Donald Quest - O Martelo Mágico","Edição Português | por Stefano Ambrosio, Davide Aicardi, e outros. | 17 nov 2020",4,7/5,5,39.7,0
